audio_file,raw_text,label,session
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M004.wav, Then why is that fair?  Why--,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M005.wav, I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M006.wav, I'm just trying to think of another way.  I'm just trying to...,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M007.wav, This is a stupid war.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M009.wav, I just don't see why it has to be you.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M010.wav, What am I going to do? Huh?,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M011.wav, Yeah.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M012.wav, Don't you guys have access to computers over there.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M013.wav, I just don't know how I'm going to do it without you.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M014.wav, I can't raise a baby by myself.  How?,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro02_M015.wav, I know.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F000.wav, Well Vegas was awesome.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F001.wav," And, um, I got married.",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F002.wav, Yeah.  In the old town part.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F003.wav, Chuck. [LAUGHTER],2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F004.wav, Um- Yes.  It was very romantic.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F005.wav, It was at the slot machines.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F006.wav," Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F007.wav, Hey.  Let's get married and I said okay.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F008.wav," Yeah.  Well.  You know, because he's leaving the next day.",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F009.wav, But we're going to have a honeymoon cruise.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F010.wav, Oh.  I hadn't even thought about that.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F011.wav," He's not going to be a citizen, though.",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F012.wav, Oh.  Totally.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F013.wav, I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F014.wav, I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F015.wav," Yeah, so [LAUGHTER] He's calling me now",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F016.wav," He likes to keep tabs, you know.",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F017.wav," Uh, I think seven hundred and fifty dollars.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F018.wav, Penny slots. That's what he plays.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F019.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F020.wav, Oh.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F021.wav, Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F022.wav, Fifty bucks. Mmhmm.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F023.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F024.wav, Well so now we're married. We have cat children.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F025.wav," We renamed Brenda, Lumber Janet.",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_F026.wav, She needs a new name each state that we go into. [LAUGHTER],2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M000.wav, So what's up?  What's new?,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M001.wav, Yeah.  I heard.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M003.wav, Who did you marry?,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M004.wav, Did you propose to you?,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M005.wav, Oh.  The Wheel of Fortune slots?,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M006.wav, He turned to you and was like...,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M007.wav, [LAUGHTER] That's really romantic.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M008.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M009.wav," Does that mean that you're going to get citizenship, too, in- in England or whatever?",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M010.wav, Yeah.  Think about that.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M011.wav, Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M012.wav," Oh, how are you going to do the long distance thing?  So wait, are you going to move there?",2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M013.wav, Like you need another one of those.[LAUGHTER],2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M014.wav, Is that your phone?,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M015.wav, He loves you.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M016.wav, How much did he win at the slot?,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M019.wav, I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M020.wav," But the pennies always get you because you end up spending like, you know, fifty bucks.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M021.wav," like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M022.wav, Awesome.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M023.wav, [LAUGHTER] Cat babies.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro03_M024.wav, That's fair enough.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F000.wav," Uh, what?  Craig's List?  Oh the internet thing?",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F001.wav, I don't know.  Isn't that-- that's all like escort services and things like that.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F005.wav, He just...,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F006.wav, you know what?  I heard about that job.  I applied for that.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F009.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F010.wav, What did he do?  What was so great?  I don't understand why they would pick him over me.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F013.wav, I just- I mean I call people up and I tell them what I'm good at.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F014.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F020.wav, ..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F028.wav, I'm not frustrated.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F029.wav, Who do you think you are?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F030.wav, You are so high and mighty.  I just--,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F031.wav, Oh.  I'm saving the environment. I'm riding this car because I- I want to.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F032.wav," The bus, I'm riding the bus because I want to.",0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_F033.wav, I can not-- you are not here by choice.  Nobody would ride this bus by choice.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M000.wav," Have you tried, uh, Craig's List?",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M001.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M002.wav, No.  There's regular jobs on there.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M003.wav, Uh huh.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M004.wav, I'm just saying I have a friend that got a good job on it so I was just recommending it.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M005.wav, He's like a manager for a theatre.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M006.wav, He's like a house manager. Yeah.  It's a good job.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M007.wav, You did?,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M008.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M009.wav, You've been looking for a job for a long time; that was a long time ago.  Right?,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M010.wav, Hmm.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M011.wav, I don't know.  He had a really good resume I guess and--,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M012.wav, Yeah.  Do you have a resume?,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M013.wav, It's kind of helpful when getting a job.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M014.wav, Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M015.wav," No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M016.wav," Yeah.  But the piece of paper helps, too.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M017.wav," No.  But it has an outline, you know.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M018.wav," I know.  Okay.  Well, um. Maybe--",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M019.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M020.wav," Okay, yeah.  I would imagine.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M021.wav," Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M022.wav, maybe get a car.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M023.wav," I just, you know, think you should try a little harder maybe.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M024.wav, I didn't say that.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M025.wav," I am riding the bus, but by choice.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M026.wav," To save the environment, carpool.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M027.wav, Yes.  One less car at a time.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M028.wav, Mmhmm.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M031.wav, I don't think I'm anyone.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro04_M032.wav, I- I-I didn't-- okay.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F006.wav, No G.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F008.wav, Flight seven fourteen.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F009.wav," Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F010.wav," Oh, Are you kidding me?",0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F011.wav, Is this a joke?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F012.wav," Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F013.wav, So you'll give me money and then I'll get my bag?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F014.wav," You're kidding me, this is a joke.",0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F015.wav, Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F016.wav, We flew in from Paris.  I've been shopping for three weeks.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F017.wav, I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F018.wav, Do you understand who my husband is?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F019.wav," If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F020.wav, Oh-Oh.  It's a gift.  You're-You're helping me out here?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F021.wav, You are cruising for a bruising.  You are in so much trouble.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F022.wav, Who's in charge?  Who is the president of Jet Blue?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F023.wav, Because I probably know him.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F024.wav, Yeah.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F025.wav," I don't want money, I want my clothes.",0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F026.wav, What's your name?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F027.wav, Sean.  Great. Do you have a badge number or something?,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F028.wav, Okay.  I'll do that.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F029.wav, I don't think you have done everything you could do because I don't have my bag here yet.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_F030.wav, A letter? I'll make a personal phone call.,0,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M000.wav, Hi.  Thanks for waiting.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M001.wav, Can I help you?,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M002.wav, Uh huh.,2,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M003.wav, Okay.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M004.wav, Okay.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M005.wav, Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M006.wav, Okay.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M007.wav, all right- okay.  And you lost your bag? Is that- that the issue?,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M008.wav, Uh-huh.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M009.wav," Yeah. Yeah, I don't see- I don't see any--",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M010.wav," I don't see any record of it, and I-usually when I don't see a record of it, that means um-",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M011.wav," we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M012.wav," for such an inconvenience and your bag, but",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M013.wav, Yeah.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M014.wav," No, no.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M015.wav," No, no.  This is real.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M016.wav," No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M017.wav, this is the only track record that we have and if it's not listed here then it's probably not anywhere.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M019.wav, Yes.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M020.wav, I know.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M022.wav, Okay. Calm-,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M023.wav," Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M024.wav," We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M025.wav, It's a gift.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M026.wav," You know, the airlines can not be held responsible for every bag of luggage that comes through here.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M027.wav, With the amount of--,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M028.wav," Um, actually, I don't know. I don't know. Oh really?",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M029.wav, Well then maybe you can just call him and he can give you more money.  But right now all I can do--,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M030.wav," Right now all I can do is just give you this fifty dollars, I'm really sorry.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M031.wav, Oh.  My name is Sean. Hi.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M034.wav," If you want, you can write a letter.  I can give you the address. Yes.  An angry--",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro05_M035.wav," Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F000.wav, It's okay.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F002.wav, No.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F003.wav, That's sweet.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F004.wav, Thank you.,3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F005.wav, I went to see her headstone a week or two ago.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F006.wav," I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F007.wav, So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F008.wav, So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F009.wav," this woman came up and, you know, it was hers. It was her person that was there.",3,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F010.wav," Yeah.  And she was like, that's pathetic, I hope you enjoy it.",1,1
/dist_home/suryansh/sharukesh/speech/iemocap_wavs/Ses01F_impro06_F011.wav," And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",1,1
